Date,Time,State/UnionTerritory,Confirmed,Cured,Deaths
11-05-2020,9:53 PM,Telangana,0.0232842689652653,0.0472454877904919,0.0167410714285714
29-03-2020,7:30 PM,Andhra Pradesh,0.0003469812630117,5.898313082458417e-05,0.0
05-02-2020,6:00 PM,Kerala,5.4786515212389055e-05,0.0,0.0
15-04-2020,5:00 PM,Puducherry,0.0001278352021622,5.898313082458417e-05,0.0
08-05-2020,8:00 AM,Haryana,0.0114138573359143,0.0153356140143918,0.00390625
22-04-2020,5:00 PM,Puducherry,0.0001278352021622,0.0001769493924737,0.0
03-05-2020,5:00 PM,Karnataka,0.0110668760729025,0.0166332428925327,0.0139508928571428
14-05-2020,2:44 PM,Rajasthan,0.0856130611052266,0.1578978412174118,0.0697544642857142
15-03-2020,6:00 PM,Delhi,0.0001278352021622,0.0001179662616491,0.0005580357142857
09-04-2020,5:00 PM,Rajasthan,0.0069944117754483,0.0012386457473162,0.0016741071428571
05-04-2020,6:00 PM,Kerala,0.0055882245516636,0.0028901734104046,0.0011160714285714
22-02-2020,6:00 PM,Kerala,5.4786515212389055e-05,0.0,0.0
19-05-2020,7:19 AM,Lakshadweep,0.0,0.0,0.0
11-05-2020,11:37 AM,Uttarakhand,0.0012418276781474,0.0027132240179308,0.0005580357142857
18-04-2020,5:00 PM,Chandigarh,0.0003835056064867,0.0005308481774212,0.0
15-04-2020,5:00 PM,Odisha,0.0010957303042477,0.0010616963548425,0.0005580357142857
12-04-2020,5:00 PM,Karnataka,0.0041272508126666,0.0021823758405096,0.0033482142857142
05-04-2020,6:00 PM,Delhi,0.0091858723839438,0.0010616963548425,0.00390625
15-05-2020,11:33 PM,Assam,0.0016435954563716,0.0024183083638079,0.0011160714285714
12-05-2020,10:14 PM,Ladakh,0.0007670112129734,0.0012976288781408,0.0
27-04-2020,5:00 PM,Assam,0.0006574381825486,0.0015925445322637,0.0005580357142857
18-04-2020,5:00 PM,Gujarat,0.0232294824500529,0.0051905155125634,0.0267857142857142
26-03-2020,6:00 PM,Odisha,3.652434347492604e-05,0.0,0.0
27-04-2020,5:00 PM,Jharkhand,0.0014974980824719,0.0007667807007195,0.0016741071428571
04-04-2020,6:00 PM,Himachal Pradesh,0.0001095730304247,5.898313082458417e-05,0.0005580357142857
19-04-2020,5:00 PM,Nagaland,0.0,0.0,0.0
25-03-2020,6:00 PM,Nagaland,0.0,0.0,0.0
12-04-2020,5:00 PM,Chhattisgarh,0.0004565542934365,0.0005898313082458,0.0
21-03-2020,6:00 PM,Puducherry,1.826217173746302e-05,0.0,0.0
04-04-2020,6:00 PM,Manipur,3.652434347492604e-05,0.0,0.0
11-05-2020,7:02 PM,Assam,0.001187041162935,0.0023593252329833,0.0005580357142857
26-03-2020,6:00 PM,Mizoram,1.826217173746302e-05,0.0,0.0
23-04-2020,5:00 PM,Telangana,0.0175316848679644,0.011619676772443,0.0133928571428571
20-03-2020,6:00 PM,Kerala,0.0005113408086489,0.0001769493924737,0.0
11-05-2020,5:22 PM,Kerala,0.0094963293034807,0.0288427509732216,0.0022321428571428
17-05-2020,1:33 AM,Tripura,0.0030132583366813,0.0050135661200896,0.0
24-05-2020,8:01 PM,Kerala,0.0154863216333686,0.0306712280287837,0.0033482142857142
25-03-2020,6:00 PM,Manipur,1.826217173746302e-05,0.0,0.0
11-04-2020,5:00 PM,West Bengal,0.0023010336389203,0.0009437300931933,0.0027901785714285
26-04-2020,5:00 PM,Delhi,0.0479382008108404,0.0512563406865636,0.0301339285714285
27-04-2020,5:00 PM,Tamil Nadu,0.0344241937251177,0.0601627934410758,0.0133928571428571
30-03-2020,9:30 PM,Chhattisgarh,0.0001278352021622,0.0,0.0
26-03-2020,6:00 PM,Punjab,0.0006026516673362,0.0,0.0005580357142857
17-05-2020,11:01 AM,Odisha,0.0154680594616311,0.0129762887814085,0.0022321428571428
19-03-2020,6:00 PM,Haryana,0.0003104569195368,0.0,0.0
01-04-2020,7:30 PM,Nagaland,0.0,0.0,0.0
23-03-2020,6:00 PM,Ladakh,0.000237408232587,0.0,0.0
18-03-2020,6:00 PM,Uttarakhand,1.826217173746302e-05,0.0,0.0
27-04-2020,5:00 PM,Uttarakhand,0.0009313707586106,0.0019464433172112,0.0
12-03-2020,6:00 PM,Delhi,0.0001095730304247,0.0,0.0
15-02-2020,6:00 PM,Kerala,5.4786515212389055e-05,0.0,0.0
24-03-2020,6:00 PM,Delhi,0.0005478651521238,0.0003538987849475,0.0005580357142857
14-05-2020,8:42 PM,Bihar,0.0185908908287373,0.026660375132712,0.00390625
01-05-2020,5:00 PM,Arunachal Pradesh,1.826217173746302e-05,5.898313082458417e-05,0.0
